"","rank","name","state_name","early_career_pay","mid_career_pay","make_world_better_percent","stem_percent","state","state_code","type","degree_length","room_and_board","in_state_tuition","in_state_total","out_of_state_tuition","out_of_state_total"
"453",23,"Concordia College at Moorhead","Minnesota",46800,85200,63,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",24,"Minneapolis College of Art and Design","Minnesota",47400,84700,39,0,"Minnesota","MN","Private","4 Year",5610,39210,44820,39210,44820
"455",25,"St Catherine University","Minnesota",48800,82600,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",1,"Mississippi State University","Mississippi",51100,94100,57,27,"Mississippi","MS","Public","4 Year",10090,8760,18850,23360,33450
"457",2,"University of Mississippi","Mississippi",48500,89100,55,12,"Mississippi","MS","Public","4 Year",10696,8660,19356,24614,35310
"458",3,"Millsaps College","Mississippi",49300,88700,56,24,"Mississippi","MS","Private","4 Year",13730,39910,53640,39910,53640
"459",4,"University of Southern Mississippi","Mississippi",45100,83900,56,11,"Mississippi","MS","Public","4 Year",9857,8734,18591,10734,20591
"460",5,"Mississippi College","Mississippi",45200,79500,57,20,"Mississippi","MS","Private","4 Year",10300,18026,28326,18026,28326
"461",6,"Jackson State University","Mississippi",41700,74600,67,16,"Mississippi","MS","Public","4 Year",9552,8226,17778,19454,29006
"462",7,"Belhaven University","Mississippi",41200,74300,60,2,"Mississippi","MS","Private","4 Year",8500,25300,33800,25300,33800
"463",8,"Delta State University","Mississippi",40800,74200,63,5,"Mississippi","MS","Public","4 Year",7722,7246,14968,7246,14968
"464",9,"William Carey University","Mississippi",41100,71800,61,6,"Mississippi","MS","Private","4 Year",6810,12600,19410,12600,19410
"465",10,"Alcorn State University","Mississippi",40900,69500,67,19,"Mississippi","MS","Public","4 Year",9608,7144,16752,7144,16752
"466",10,"Mississippi University for Women","Mississippi",39500,69500,63,2,"Mississippi","MS","Public","4 Year",7424,7040,14464,7040,14464
"467",12,"Tougaloo College","Mississippi",36900,66400,69,18,"Mississippi","MS","Private","4 Year",6643,10790,17433,10790,17433
"468",13,"Rust College","Mississippi",34800,62400,76,32,"Mississippi","MS","Private","4 Year",4300,9900,14200,9900,14200
"469",14,"Mississippi Valley State University","Mississippi",32500,61900,70,11,"Mississippi","MS","Public","4 Year",8043,6570,14613,6570,14613
"470",1,"Missouri University of Science and Technology","Missouri",67300,122600,50,80,"Missouri","MO","Public","4 Year",10274,10169,20443,28499,38773
"471",2,"Washington University in St Louis","Missouri",64800,114900,42,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",3,"University of Missouri-Columbia","Missouri",52300,98600,49,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",4,"Saint Louis University","Missouri",54200,95300,56,13,"Missouri","MO","Private","4 Year",12290,43884,56174,43884,56174
"474",5,"Barnes-Jewish College Goldfarb School of Nursing","Missouri",55000,95200,83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",6,"William Jewell College","Missouri",51400,94500,60,12,"Missouri","MO","Private","4 Year",9930,34400,44330,34400,44330
"476",7,"Rockhurst University","Missouri",54000,92500,59,11,"Missouri","MO","Private","4 Year",10200,37590,47790,37590,47790
"477",8,"Westminster College (Missouri)","Missouri",49400,91600,52,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",9,"University of Missouri-Kansas City","Missouri",50800,89600,55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",10,"University of Missouri-St Louis","Missouri",48700,87500,51,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",11,"Missouri State University-Springfield","Missouri",45900,86800,50,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",12,"Truman State University","Missouri",47900,85800,48,16,"Missouri","MO","Public","4 Year",8780,7729,16509,14581,23361
"482",13,"Northwest Missouri State University","Missouri",46900,85100,50,26,"Missouri","MO","Public","4 Year",10016,9805,19821,16457,26473
"483",14,"Park University","Missouri",48500,85000,56,7,"Missouri","MO","Private","4 Year",8200,12650,20850,12650,20850
"484",15,"Webster University","Missouri",46500,83500,50,2,"Missouri","MO","Private","4 Year",11050,27900,38950,27900,38950
"485",16,"University of Central Missouri","Missouri",46900,83300,54,45,"Missouri","MO","Public","4 Year",8766,7673,16439,14442,23208
"486",17,"Avila University","Missouri",45900,81200,68,3,"Missouri","MO","Private","4 Year",7200,19900,27100,19900,27100
"487",18,"Maryville University of Saint Louis","Missouri",46800,80100,53,2,"Missouri","MO","Private","4 Year",10088,28470,38558,28470,38558
"488",19,"Drury University","Missouri",42600,79400,60,12,"Missouri","MO","Private","4 Year",8096,28365,36461,28365,36461
"489",20,"Southeast Missouri State University","Missouri",43700,79100,52,9,"Missouri","MO","Public","4 Year",8935,7418,16353,13155,22090
"490",21,"Lindenwood University","Missouri",45100,78500,48,9,"Missouri","MO","Private","4 Year",9000,17600,26600,17600,26600
"491",22,"Kansas City Art Institute","Missouri",42500,77700,37,0,"Missouri","MO","Private","4 Year",10400,38400,48800,38400,48800
"492",22,"Missouri Western State University","Missouri",43400,77700,53,14,"Missouri","MO","Public","4 Year",NA,6466,6466,14137,14137
"493",24,"Stephens College","Missouri",42800,77200,47,6,"Missouri","MO","Private","4 Year",10632,30950,41582,30950,41582
"494",25,"Columbia College (Missouri)","Missouri",44100,76600,52,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",1,"Montana Tech of the University of Montana","Montana",61200,112600,64,61,"Montana","MT","Public","4 Year",9656,7411,17067,22574,32230
"496",2,"Montana State University","Montana",53700,96200,54,31,"Montana","MT","Public","4 Year",10100,7421,17521,24849,34949
"497",3,"Carroll College","Montana",48200,91400,55,25,"Montana","MT","Private","4 Year",9880,35486,45366,35486,45366
"498",4,"The University of Montana","Montana",46500,87800,51,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",5,"Rocky Mountain College","Montana",46000,82900,59,12,"Montana","MT","Private","4 Year",8330,28512,36842,28512,36842
"500",6,"University of Providence","Montana",44700,81900,69,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",7,"Montana State University-Billings","Montana",43300,77700,59,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",8,"Montana State University-Northern","Montana",43400,75400,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",9,"The University of Montana-Western","Montana",35400,63700,63,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",1,"University of Nebraska-Lincoln","Nebraska",51500,96700,53,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",2,"Creighton University","Nebraska",53500,95800,56,9,"Nebraska","NE","Private","4 Year",11036,39916,50952,39916,50952
"506",3,"University of Nebraska Medical Center","Nebraska",53400,93000,79,6,"Nebraska","NE","Public","4 Year",NA,11558,11558,28898,28898
"507",4,"Clarkson College","Nebraska",50900,91500,74,0,"Nebraska","NE","Private","4 Year",5398,16920,22318,16920,22318
"508",5,"Nebraska Methodist College of Nursing & Allied Health","Nebraska",51300,89800,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",6,"University of Nebraska at Omaha","Nebraska",49400,89500,52,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",7,"Union College (Nebraska)","Nebraska",49100,87800,55,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",8,"Hastings College","Nebraska",48600,87100,55,14,"Nebraska","NE","Private","4 Year",9700,30050,39750,30050,39750
"512",9,"Doane University-Arts & Sciences","Nebraska",47300,85300,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",10,"Bellevue University","Nebraska",49400,84800,57,23,"Nebraska","NE","Private","4 Year",8730,9390,18120,9390,18120
"514",11,"University of Nebraska at Kearney","Nebraska",44300,80800,52,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",12,"Nebraska Wesleyan University","Nebraska",45700,80500,60,8,"Nebraska","NE","Private","4 Year",9622,34202,43824,34202,43824
"516",13,"Midland University","Nebraska",43800,78100,60,7,"Nebraska","NE","Private","4 Year",8776,32558,41334,32558,41334
"517",14,"College of Saint Mary","Nebraska",43900,77700,45,9,"Nebraska","NE","Private","4 Year",7700,20350,28050,20350,28050
"518",15,"Doane University-Graduate and Professional Studies","Nebraska",43200,77000,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",16,"Chadron State College","Nebraska",42300,76700,66,3,"Nebraska","NE","Public","4 Year",7380,7196,14576,7196,14576
"520",17,"Peru State College","Nebraska",42600,74800,50,6,"Nebraska","NE","Public","4 Year",8010,7452,15462,7482,15492
"521",18,"Wayne State College","Nebraska",40600,73400,54,11,"Nebraska","NE","Public","4 Year",7668,6989,14657,12299,19967
"522",19,"Concordia University-Nebraska","Nebraska",39700,68900,48,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",1,"Sierra Nevada College","Nevada",54000,95500,39,2,"Nevada","NV","Private","4 Year",13357,34241,47598,34241,47598
"524",2,"University of Nevada-Reno","Nevada",52700,95000,47,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",3,"University of Nevada-Las Vegas","Nevada",50400,90400,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",1,"Dartmouth College","New-Hampshire",71500,130900,44,35,"New Hampshire","NH","Private","4 Year",15756,55453,71209,55453,71209
"527",2,"Saint Anselm College","New-Hampshire",56400,100300,59,11,"New Hampshire","NH","Private","4 Year",14500,41200,55700,41200,55700
"528",2,"University of New Hampshire-Main Campus","New-Hampshire",54300,100300,50,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",4,"University of New Hampshire at Manchester","New-Hampshire",51900,90900,50,32,"New Hampshire","NH","Public","4 Year",NA,15265,15265,30635,30635
"530",5,"Thomas More College of Liberal Arts","New-Hampshire",48900,88300,NA,0,"New Hampshire","NH","Private","4 Year",9700,21600,31300,21600,31300
"531",6,"New England College","New-Hampshire",45700,86400,43,24,"New Hampshire","NH","Private","4 Year",14222,37914,52136,37914,52136
"532",7,"Franklin Pierce University","New-Hampshire",47800,85600,52,3,"New Hampshire","NH","Private","4 Year",13345,36900,50245,36900,50245
"533",8,"Rivier University","New-Hampshire",49500,85100,58,41,"New Hampshire","NH","Private","4 Year",12526,31790,44316,31790,44316
"534",9,"Colby-Sawyer College","New-Hampshire",46400,83700,43,7,"New Hampshire","NH","Private","4 Year",14264,42398,56662,42398,56662
"535",10,"Keene State College","New-Hampshire",48900,83600,49,8,"New Hampshire","NH","Public","4 Year",11026,14212,25238,23176,34202
"536",11,"Southern New Hampshire University","New-Hampshire",47400,83400,49,8,"New Hampshire","NH","Private","4 Year",13120,31136,44256,31136,44256
"537",12,"Plymouth State University","New-Hampshire",47000,82200,50,6,"New Hampshire","NH","Public","4 Year",11100,14099,25199,22769,33869
"538",13,"Granite State College","New-Hampshire",43500,76900,67,3,"New Hampshire","NH","Public","4 Year",NA,9645,9645,10875,10875
"539",1,"Stevens Institute of Technology","New-Jersey",75100,139900,47,79,"New Jersey","NJ","Private","4 Year",15244,52202,67446,52202,67446
"540",2,"Princeton University","New-Jersey",75200,139400,48,48,"New Jersey","NJ","Private","4 Year",16290,49330,65620,49330,65620
"541",3,"New Jersey Institute of Technology","New-Jersey",64600,121300,51,75,"New Jersey","NJ","Public","4 Year",13600,17338,30938,32750,46350
"542",4,"Rutgers University-New Brunswick","New-Jersey",59800,111000,42,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",5,"Seton Hall University","New-Jersey",57100,103800,45,8,"New Jersey","NJ","Private","4 Year",15800,42470,58270,42470,58270
